"","CO_ENTIDADE","NO_ENTIDADE","TP_SITUACAO_FUNCIONAMENTO","DT_ANO_LETIVO_TERMINO","CO_REGIAO","TP_LOCALIZACAO","IN_CONVENIADA_PP","IN_LOCAL_FUNC_SALAS_EMPRESA","IN_AGUA_CACIMBA","IN_AGUA_FONTE_RIO","IN_ENERGIA_INEXISTENTE","IN_LIXO_COLETA_PERIODICA","IN_SALA_DIRETORIA","IN_LABORATORIO_CIENCIAS","IN_SALA_ATENDIMENTO_ESPECIAL","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_QUADRA_ESPORTES","IN_COZINHA","IN_BIBLIOTECA","IN_SALA_LEITURA","IN_BIBLIOTECA_SALA_LEITURA","IN_PARQUE_INFANTIL","IN_BERCARIO","IN_BANHEIRO_FORA_PREDIO","IN_BANHEIRO_DENTRO_PREDIO","IN_BANHEIRO_EI","IN_SECRETARIA","IN_BANHEIRO_CHUVEIRO","IN_REFEITORIO","IN_AUDITORIO","IN_ALOJAM_ALUNO","IN_ALOJAM_PROFESSOR","IN_AREA_VERDE","QT_SALAS_EXISTENTES","IN_INTERNET","IN_BANDA_LARGA","QT_FUNCIONARIOS","IN_ALIMENTACAO","TP_AEE","IN_FUNDAMENTAL_CICLOS","TP_LOCALIZACAO_DIFERENCIADA","IN_MATERIAL_ESP_QUILOMBOLA","IN_MATERIAL_ESP_INDIGENA","IN_EDUCACAO_INDIGENA","TP_INDIGENA_LINGUA","CO_LINGUA_INDIGENA","IN_BRASIL_ALFABETIZADO","IN_FINAL_SEMANA","IN_MEDIACAO_SEMIPRESENCIAL","IN_ESPECIAL_EXCLUSIVA","IN_PROFISSIONALIZANTE","IN_COMUM_CRECHE","IN_COMUM_FUND_AF","IN_COMUM_MEDIO_MEDIO","IN_COMUM_MEDIO_INTEGRADO","IN_COMUM_MEDIO_NORMAL","IN_ESP_EXCLUSIVA_FUND_AF","IN_ESP_EXCLUSIVA_MEDIO_MEDIO","IN_ESP_EXCLUSIVA_MEDIO_INTEGR","IN_ESP_EXCLUSIVA_MEDIO_NORMAL","Endereço","Telefone","Dependência.Administrativa","Categoria.Escola.Privada","Regulamentação.pelo.Conselho.de.Educação","Latitude","Longitude"
"710",43190766,"ESCOLA DE EDUCACAO INFANTIL BICHINHO DA GOIABA",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA JENOR CARDOSO JARROS, 235 JARDIM ITU SABARA. 91215-200 Porto Alegre - RS.","(51) 37373841","Privada","Particular","Em Tramitação",-30.02964,-51.14458
"711",43190839,"REINO DA FANTASIA CENTRO DE CRIATIVIDADE E RECREAC",1,"31/01/2019",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,3,1,1,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA VALADO, 401 VILA JOAO PESSOA. 91510-740 Porto Alegre - RS.","(51) 33395979","Privada","Particular","Em Tramitação",-30.06686,-51.17549
"712",43190847,"ESCOLA DE EDUCACAO INFANTIL ESPACO BRINCAR",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,7,1,1,10,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ADAO BAINO, 542 CRISTO REDENTOR. 91350-240 Porto Alegre - RS.","(51) 30283199","Privada","Particular","Em Tramitação",NA,NA
"713",43190863,"ESC ENS INF FUND KINDER LAND",1,"14/12/2018",4,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,20,1,1,33,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"AVENIDA CIRCULAR, 734 VILA JARDIM. 91320-180 Porto Alegre - RS.","(51) 33349738","Privada","Particular","Sim",-30.02822,-51.14894
"714",43190871,"EEI CENTRO ADM FERNANDO FERRARI",1,"28/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,7,1,1,37,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA BORGES DE MEDEIROS, 1501 PRAIA DE BELAS. 90119-900 Porto Alegre - RS.","(51) 32881274","Estadual","Não Informado","Em Tramitação",NA,NA
"715",43190880,"ESCOLA INFANTIL VIVER E CONVIVER",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,5,1,1,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA GOMES JARDIM, 506 SANTANA. 90620-130 Porto Alegre - RS.","(51) 32170044","Privada","Particular","Em Tramitação",-30.04799,-51.20599
"716",43190898,"ESCOLA DE EDUCACAO INFANTIL CICLA",1,"14/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,7,1,1,10,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA MACHADO DE ASSIS, 945 PARTENON. 90620-260 Porto Alegre - RS.","(51) 33286100","Privada","Particular","Em Tramitação",-30.04979,-51.19064
"717",43191100,"INSTITUICAO DE EDUCACAO INFANTIL GATINHO TRAVESSO",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,6,1,1,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA CORONEL CORTE REAL, 246 PETROPOLIS. 90630-080 Porto Alegre - RS.","(51) 33324085","Privada","Particular","Em Tramitação",-30.04457,-51.19537
"718",43191134,"EEI ARQUITETO BATISTTINO ANELE-DAER",1,"20/12/2018",4,1,NA,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,8,1,0,31,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA BORGES DE MEDEIROS, 1555 FUNDOS DO DAER. PRAIA DE BELAS. 90110-150 Porto Alegre - RS.","(51) 32105287","Estadual","Não Informado","Em Tramitação",NA,NA
"719",43191231,"ESCOLA DE EDUCACAO INFANTIL REINO DOS BAIXINHOS",1,"07/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,3,1,0,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV PROTASIO ALVES, 8383 MORRO SANTANA. 91310-010 Porto Alegre - RS.","(51) 33861314","Privada","Particular","Em Tramitação",-30.0403206,-51.1282685
"720",43191258,"CRECHE WERNER SCHWUCHOW",1,"20/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,7,1,1,25,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA RAMIRO BARCELOS, 910 FLORESTA. 90035-001 Porto Alegre - RS.","(51) 33143038","Privada","Particular","Em Tramitação",-30.02684,-51.20904
"721",43191266,"BABY E CIA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,7,1,1,15,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA NONOAI, 205 NONOAI. 91720-000 Porto Alegre - RS.","(51) 32499245","Privada","Particular","Sim",-30.08652,-51.21609
"722",43191282,"ESCOLA DE EDUCACAO INFANTIL PLANETA KIDS",1,"21/12/2018",4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,4,1,1,4,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA CLEMENCIANO BARNASQUE, 460 TERESOPOLIS. 91720-260 Porto Alegre - RS.","(51) 33156863","Privada","Particular","Sim",NA,NA
"723",43191290,"ESCOLA DE EDUCACAO INFANTIL ARTE BABY LTDA",1,"23/11/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,7,1,1,15,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ARIOVALDO PINHEIRO, 84 PASSO DA AREIA. 91350-120 Porto Alegre - RS.","(51) 35735884","Privada","Particular","Em Tramitação",-30.01509,-51.16678
"724",43191304,"EEI PROJETO PENSAR",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,5,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA LUIZ DE CAMOES, 172 CASA. SANTO ANTONIO. 90620-150 Porto Alegre - RS.","(51) 32238122","Privada","Particular","Sim",-30.0567861,-51.2015142
"725",43191320,"INSTITUICAO DE EDUCACAO INFANTIL TOK DO SABER",1,"08/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,5,1,1,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA BRASIL, 312 CASA. NAVEGANTES. 90230-060 Porto Alegre - RS.","(51) 33421571","Privada","Particular","Não",-30.00408,-51.20413
"726",43191355,"EEI SESI RUBEM BERTA",1,"15/12/2018",4,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,6,1,1,18,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"BECO DO PAULINO, 307 RUBEM BERTA. 91170-400 Porto Alegre - RS.","(51) 33901401","Privada","Particular","Sim",-29.9913155,-51.0922763
"727",43191363,"ESCOLA DE EDUCACAO INFANTIL BEBE FOFINHO",1,"15/12/2018",4,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,5,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA GENERAL CALDWELL, 688 MENINO DEUS. 90130-050 Porto Alegre - RS.","(51) 32337192","Privada","Particular","Em Tramitação",-30.05096,-51.22089
"728",43191398,"ESCOLA DE EDUCACAO INFANTIL CONSTRUIR",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,8,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA LUIZ AFONSO, 323 315. CIDADE BAIXA. 90050-310 Porto Alegre - RS.","(51) 32376177","Privada","Particular","Em Tramitação",-30.03955,-51.22206
"729",43191401,"CENTRO INFANTIL AMIGUINHOS DA PRACA LTDA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,12,1,1,28,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"PRACA JAPAO, 203 234. BOA VISTA. 91340-380 Porto Alegre - RS.","(51) 30952479","Privada","Particular","Em Tramitação",-30.02671,-51.1787
"730",43191444,"ESC ENS FUND TURMA DO BARULHO",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,6,1,1,16,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"AVENIDA PRESIDENTE VARGAS, 1650 ARQUIPELAGO. 90090-000 Porto Alegre - RS.","(51) 32117610","Privada","Particular","Sim",-30.01724,-51.2594
"731",43191460,"INSTITUICAO DE EDUCACAO INFANTIL ABELHINHA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,6,1,1,19,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA VIDAL DE NEGREIROS, 296 SAO JOSE. 91520-480 Porto Alegre - RS.","(51) 33362654","Privada","Particular","Sim",-30.06535,-51.16923
"732",43191487,"ESCOLA DE EDUCACAO INFANTIL DENTE DE LEITE",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,5,1,1,10,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PROFESSORA ZILAH TOTTA, 193 CASA. PROTASIO ALVES. 91240-500 Porto Alegre - RS.","(51) 33402606","Privada","Particular","Não",-30.02383,-51.11878
"733",43191525,"EDUCARTE ESCOLA DE EDUCACAO INFANTIL LTDA",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,7,1,1,20,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA COMENDADOR RODOLFO GOMES, 703 MENINO DEUS. 90150-101 Porto Alegre - RS.","(51) 32311800","Privada","Particular","Em Tramitação",-30.05569,-51.22362
"734",43191541,"BERCARIO CRECHE RECREACAO CISNE BRANCO LTDA",1,"14/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,7,1,1,13,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA BASTIAN, 467 MENINO DEUS. 90130-021 Porto Alegre - RS.","(51) 32316345","Privada","Particular","Sim",-30.05094,-51.22334
"735",43191576,"INSTITUICAO DE EDUCACAO INFANTIL BRILHO DE SOL",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,1,1,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ALMIRANTE BARROSO, 511 FLORESTA. 90220-021 Porto Alegre - RS.","(51) 33953307","Privada","Particular","Em Tramitação",-30.0170748,-51.20763
"736",43191630,"ESCOLA DE EDUCACAO INFANTIL MUNDO DA CRIANCA",1,"07/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6,1,1,8,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA SALVADOR LEAO, 391 SARANDI. 91130-700 Porto Alegre - RS.","(51) 35165877","Privada","Particular","Em Tramitação",-30.00171,-51.12435
"737",43191681,"CENTRO EDUCACIONAL BALAO AZUL",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,9,1,1,32,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA CASTRO ALVES, 300 INDEPENDENCIA. 90430-130 Porto Alegre - RS.","(51) 30299801","Privada","Particular","Sim",-30.0305,-51.20772
"738",43191703,"PEQUENO GENIO CRIATIVIDADE E LAZER LTDA",1,"22/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,8,1,1,29,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA MARECHAL MALLET, 38/44 VILA JOAO PESSOA. 91520-600 Porto Alegre - RS.","(51) 33391916","Privada","Particular","Sim",-30.0638336,-51.1736045
"739",43191720,"ABELHINHAS DA COLMEIA",1,"28/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4,0,NA,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ARABUTAN, 179 NAVEGANTES. 90240-470 Porto Alegre - RS.","(51) 31031583","Privada","Particular","Em Tramitação",NA,NA
"740",43191738,"EEI MUNDO MAGICO",1,"14/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,7,1,1,17,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA VICENTE DA FONTOURA, 1068 CASA. RIO BRANCO. 90640-000 Porto Alegre - RS.","(51) 32395256","Privada","Particular","Em Tramitação",-30.04958,-51.20377
"741",43191746,"ESCOLA DE EDUCACAO INFANTIL LAR DO BEBE PUPILEIRA",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11,1,1,56,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA FERNANDO GOMES, 156 MOINHOS DE VENTO. 90510-010 Porto Alegre - RS.","(51) 32221574","Privada","Filantrópica","Sim",-30.02668,-51.2046
"742",43191800,"ESCOLINHA EDUCACIONAL INFANTIL DESIDERIO DE PAOLI",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,NA,8,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA TENENTE ARY TARRAGO, 1825 ESCOLA. PROTASIO ALVES. 91225-001 Porto Alegre - RS.","(51) 33449528","Privada","Particular","Não",NA,NA
"743",43191819,"INSTITUICAO DE EDUCACAO INFANTIL HOTELZINHO",1,"21/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,8,1,1,22,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PROFESSOR LANGENDONCK, 75 PETROPOLIS. 90630-060 Porto Alegre - RS.","(51) 33307511","Privada","Particular","Sim",-30.04378,-51.18933
"744",43191835,"AMPARO DA IMACULADA CONCEICAO",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,7,1,1,23,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA IPIRANGA, 585 PRAIA DE BELAS. 90160-092 Porto Alegre - RS.","(51) 30614414","Privada","Filantrópica","Não",-30.04865,-51.22249
"745",43191843,"ESC DE EDUC INF MIMO DE GENTE SOC SIMP LTDA ME",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,9,1,1,42,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA EDMUNDO BASTIAN, 206 CRISTO REDENTOR. 91040-050 Porto Alegre - RS.","(51) 33414531","Privada","Particular","Em Tramitação",-30.00911,-51.16188
"746",43191878,"5119 EEI CRIANCA CIDADA",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,7,0,NA,9,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV ADELINO FERREIRA JARDIM, 280 RUBEM BERTA. 91250-310 Porto Alegre - RS.","(51) 33665476","Privada","Comunitária","Sim",-30.0209878,-51.1045111
"747",43191894,"5133 EEI AMOVIR",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,10,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R ENG OSCAR DE OLIVEIRA RAMOS, 1411 RESTINGA. 91790-050 Porto Alegre - RS.","(51) 32489906","Privada","Comunitária","Sim",-30.1494496,-51.1452138
"748",43191932,"ESCOLA EDUCACAO INFANTIL DOCE MEL",1,"19/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,11,1,1,28,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA GENERAL BARRETO VIANA, 681 CHACARA DAS PEDRAS. 91330-630 Porto Alegre - RS.","(51) 33386141","Privada","Particular","Sim",-30.0339041,-51.1589317
"749",43191940,"ESCOLA DE EDUCACAO INFANTIL DA MONICA",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,8,1,1,19,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA GUILHERME KLIPPEL, 244 PASSO DA AREIA. 91350-160 Porto Alegre - RS.","(51) 33612018","Privada","Particular","Sim",-30.01694,-51.16639
"750",43191959,"ESCOLA DE EDUCACAO INFANTIL CEGONHA SAPECA",1,"28/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,5,1,1,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA LOBO DA COSTA, 267 AZENHA. 90050-110 Porto Alegre - RS.","(51) 32217076","Privada","Particular","Sim",-30.04348,-51.21589
"751",43191975,"CENTRO DE APRENDIZAGEM INFANTIL CRIANCA E CIA",1,"20/12/2018",4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7,0,NA,6,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA ACORES, 67 PASSO DA AREIA. 91030-340 Porto Alegre - RS.","(51) 33361289","Privada","Particular","Em Tramitação",-30.01036,-51.16822
"752",43200915,"5120 EEI MEDIANEIRA NOSSO SONHO I",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,7,0,NA,18,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"R JARY, 0 119. PASSO DA AREIA. 91350-170 Porto Alegre - RS.","(51) 32374877","Privada","Filantrópica","Sim",-30.0129724,-51.1697539
"753",43200923,"EEI BRINCAR E APRENDER",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,10,1,1,38,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA GARIBALDI, 800 INDEPENDENCIA. 90035-051 Porto Alegre - RS.","(51) 33111551","Privada","Particular","Sim",-30.0276986,-51.2148333
"754",43200990,"ESCOLA DE EDUCACAO INFANTIL VIDA ENCANTADA LTDA",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,12,0,NA,7,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA PELOTAS, 444 FLORESTA. 90220-110 Porto Alegre - RS.","(51) 32280767","Privada","Particular","Em Tramitação",-30.02429,-51.21136
"755",43201008,"EEI TEICHMANN E RITTER LTDA",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,1,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA MARQUES DO HERVAL, 625 MOINHOS DE VENTO. 90570-140 Porto Alegre - RS.","(51) 33304923","Privada","Particular","Sim",-30.02616,-51.19684
"756",43201024,"CRECHE BERCARIO E RECREACAO BABY HOUSE",1,"20/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,12,1,1,35,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AVENIDA DOUTOR NILO PECANHA, 1353 TRES FIGUEIRAS. 91330-000 Porto Alegre - RS.","(51) 33287900","Privada","Particular","Sim",-30.02892,-51.17927
"757",43201105,"CENTRO ATENDIMENTO INFANTIL TURMA DO MORANGUINHO",1,"30/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,1,1,11,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA REZENDE COSTA, SARANDI. 91120-280 Porto Alegre - RS.","(51) 33426639","Privada","Particular","Em Tramitação",-30.00722,-51.1844
"758",43201156,"5131 IEI SAO VICENTE DE PAULO",1,"31/12/2018",4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,1,22,1,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AV PRESIDENTE FRANKLIN ROOSEVELT, 910 SAO GERALDO. 90230-002 Porto Alegre - RS.","(51) 33437500","Privada","Filantrópica","Sim",-30.0077609,-51.2029904
"759",43201164,"ESCOLA DE EDUCACAO INFANTIL VIVER E APRENDER",1,"19/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,8,1,1,21,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA MURA, 436 GUARUJA. 91770-570 Porto Alegre - RS.","(51) 32668699","Privada","Particular","Em Tramitação",-30.15219,-51.21981
"760",43201172,"EEI SEMEANDO O SABER",1,"15/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,7,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA LUIZ CEZAR LEAL, 240 RUBEM BERTA. 91170-140 Porto Alegre - RS.","(51) 33971996","Privada","Particular","Não",-30.00291,-51.09094
"761",43201202,"CENTRO INFANTIL RECANTO MIMOSO LTDA",1,"31/12/2018",4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,12,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RUA DONA LEOPOLDINA, 270 SAO JOAO. 90550-130 Porto Alegre - RS.","(51) 33426769","Privada","Particular","Em Tramitação",-30.00821,-51.18935
